,Unnamed: 0,ID,Date,PolicyType,PolicyValue,PolicyFlag,PolicyNotes,PolicySource
3687340,3687340,MX,2020-01-03,H6,0.0,,,OxCGRT
3687341,3687341,MX,2020-01-03,H7,0.0,,,OxCGRT
3687342,3687342,MX,2020-01-03,H8,0.0,,,OxCGRT
3687343,3687343,MX,2020-01-03,I1,0.0,,,OxCGRT
3687344,3687344,MX,2020-01-03,I1D,0.0,,,OxCGRT
3687345,3687345,MX,2020-01-03,I2,0.0,,,OxCGRT
3687346,3687346,MX,2020-01-03,I2D,0.0,,,OxCGRT
3687347,3687347,MX,2020-01-03,I3,0.0,,,OxCGRT
3687348,3687348,MX,2020-01-03,I3D,0.0,,,OxCGRT
3687349,3687349,MX,2020-01-03,I4,0.0,,,OxCGRT
3687350,3687350,MX,2020-01-03,I4D,0.0,,,OxCGRT
3687351,3687351,MX,2020-01-03,I4L,0.0,,,OxCGRT
3687352,3687352,MX,2020-01-03,I4LD,0.0,,,OxCGRT
3687353,3687353,MX,2020-01-03,M1,,,,OxCGRT
3687354,3687354,MX,2020-01-04,C1,0.0,,,OxCGRT
3687355,3687355,MX,2020-01-04,C2,0.0,,,OxCGRT
3687356,3687356,MX,2020-01-04,C3,0.0,,,OxCGRT
3687357,3687357,MX,2020-01-04,C4,0.0,,,OxCGRT
3687358,3687358,MX,2020-01-04,C5,0.0,,,OxCGRT
3687359,3687359,MX,2020-01-04,C6,0.0,,,OxCGRT
3687360,3687360,MX,2020-01-04,C7,0.0,,,OxCGRT
3687361,3687361,MX,2020-01-04,C8,0.0,,,OxCGRT
3687362,3687362,MX,2020-01-04,Cases,,,,OxCGRT
3687363,3687363,MX,2020-01-04,Deaths,,,,OxCGRT
3687364,3687364,MX,2020-01-04,E1,0.0,,,OxCGRT
3687365,3687365,MX,2020-01-04,E2,0.0,,,OxCGRT
3687366,3687366,MX,2020-01-04,E3,0.0,,,OxCGRT
3687367,3687367,MX,2020-01-04,E4,0.0,,,OxCGRT
3687368,3687368,MX,2020-01-04,H1,0.0,,,OxCGRT
3687369,3687369,MX,2020-01-04,H2,0.0,,,OxCGRT
3687370,3687370,MX,2020-01-04,H3,0.0,,,OxCGRT
3687371,3687371,MX,2020-01-04,H4,0.0,,,OxCGRT
3687372,3687372,MX,2020-01-04,H5,0.0,,,OxCGRT
3687373,3687373,MX,2020-01-04,H6,0.0,,,OxCGRT
3687374,3687374,MX,2020-01-04,H7,0.0,,,OxCGRT
3687375,3687375,MX,2020-01-04,H8,0.0,,,OxCGRT
3687376,3687376,MX,2020-01-04,I1,0.0,,,OxCGRT
3687377,3687377,MX,2020-01-04,I1D,0.0,,,OxCGRT
3687378,3687378,MX,2020-01-04,I2,0.0,,,OxCGRT
3687379,3687379,MX,2020-01-04,I2D,0.0,,,OxCGRT
3687380,3687380,MX,2020-01-04,I3,0.0,,,OxCGRT
3687381,3687381,MX,2020-01-04,I3D,0.0,,,OxCGRT
3687382,3687382,MX,2020-01-04,I4,0.0,,,OxCGRT
3687383,3687383,MX,2020-01-04,I4D,0.0,,,OxCGRT
3687384,3687384,MX,2020-01-04,I4L,0.0,,,OxCGRT
3687385,3687385,MX,2020-01-04,I4LD,0.0,,,OxCGRT
3687386,3687386,MX,2020-01-04,M1,,,,OxCGRT
3687387,3687387,MX,2020-01-05,C1,0.0,,,OxCGRT
3687388,3687388,MX,2020-01-05,C2,0.0,,,OxCGRT
3687389,3687389,MX,2020-01-05,C3,0.0,,,OxCGRT
3687390,3687390,MX,2020-01-05,C4,0.0,,,OxCGRT
3687391,3687391,MX,2020-01-05,C5,0.0,,,OxCGRT
3687392,3687392,MX,2020-01-05,C6,0.0,,,OxCGRT
3687393,3687393,MX,2020-01-05,C7,0.0,,,OxCGRT
3687394,3687394,MX,2020-01-05,C8,0.0,,,OxCGRT
3687395,3687395,MX,2020-01-05,Cases,,,,OxCGRT
3687396,3687396,MX,2020-01-05,Deaths,,,,OxCGRT
3687397,3687397,MX,2020-01-05,E1,0.0,,,OxCGRT
3687398,3687398,MX,2020-01-05,E2,0.0,,,OxCGRT
3687399,3687399,MX,2020-01-05,E3,0.0,,,OxCGRT
3687400,3687400,MX,2020-01-05,E4,0.0,,,OxCGRT
3687401,3687401,MX,2020-01-05,H1,0.0,,,OxCGRT
3687402,3687402,MX,2020-01-05,H2,0.0,,,OxCGRT
3687403,3687403,MX,2020-01-05,H3,0.0,,,OxCGRT
3687404,3687404,MX,2020-01-05,H4,0.0,,,OxCGRT
3687405,3687405,MX,2020-01-05,H5,0.0,,,OxCGRT
3687406,3687406,MX,2020-01-05,H6,0.0,,,OxCGRT
3687407,3687407,MX,2020-01-05,H7,0.0,,,OxCGRT
3687408,3687408,MX,2020-01-05,H8,0.0,,,OxCGRT
3687409,3687409,MX,2020-01-05,I1,0.0,,,OxCGRT
3687410,3687410,MX,2020-01-05,I1D,0.0,,,OxCGRT
3687411,3687411,MX,2020-01-05,I2,0.0,,,OxCGRT
3687412,3687412,MX,2020-01-05,I2D,0.0,,,OxCGRT
3687413,3687413,MX,2020-01-05,I3,0.0,,,OxCGRT
3687414,3687414,MX,2020-01-05,I3D,0.0,,,OxCGRT
3687415,3687415,MX,2020-01-05,I4,0.0,,,OxCGRT
3687416,3687416,MX,2020-01-05,I4D,0.0,,,OxCGRT
3687417,3687417,MX,2020-01-05,I4L,0.0,,,OxCGRT
3687418,3687418,MX,2020-01-05,I4LD,0.0,,,OxCGRT
3687419,3687419,MX,2020-01-05,M1,,,,OxCGRT
3687420,3687420,MX,2020-01-06,C1,0.0,,,OxCGRT
3687421,3687421,MX,2020-01-06,C2,0.0,,,OxCGRT
3687422,3687422,MX,2020-01-06,C3,0.0,,,OxCGRT
3687423,3687423,MX,2020-01-06,C4,0.0,,,OxCGRT
3687424,3687424,MX,2020-01-06,C5,0.0,,,OxCGRT
3687425,3687425,MX,2020-01-06,C6,0.0,,,OxCGRT
3687426,3687426,MX,2020-01-06,C7,0.0,,,OxCGRT
3687427,3687427,MX,2020-01-06,C8,0.0,,,OxCGRT
3687428,3687428,MX,2020-01-06,Cases,,,,OxCGRT
3687429,3687429,MX,2020-01-06,Deaths,,,,OxCGRT
3687430,3687430,MX,2020-01-06,E1,0.0,,,OxCGRT
3687431,3687431,MX,2020-01-06,E2,0.0,,,OxCGRT
3687432,3687432,MX,2020-01-06,E3,0.0,,,OxCGRT
3687433,3687433,MX,2020-01-06,E4,0.0,,,OxCGRT
3687434,3687434,MX,2020-01-06,H1,0.0,,,OxCGRT
3687435,3687435,MX,2020-01-06,H2,0.0,,,OxCGRT
3687436,3687436,MX,2020-01-06,H3,0.0,,,OxCGRT
3687437,3687437,MX,2020-01-06,H4,0.0,,,OxCGRT
3687438,3687438,MX,2020-01-06,H5,0.0,,,OxCGRT
3687439,3687439,MX,2020-01-06,H6,0.0,,,OxCGRT
3687440,3687440,MX,2020-01-06,H7,0.0,,,OxCGRT
3687441,3687441,MX,2020-01-06,H8,0.0,,,OxCGRT
3687442,3687442,MX,2020-01-06,I1,0.0,,,OxCGRT
3687443,3687443,MX,2020-01-06,I1D,0.0,,,OxCGRT
3687444,3687444,MX,2020-01-06,I2,0.0,,,OxCGRT
3687445,3687445,MX,2020-01-06,I2D,0.0,,,OxCGRT
3687446,3687446,MX,2020-01-06,I3,0.0,,,OxCGRT
3687447,3687447,MX,2020-01-06,I3D,0.0,,,OxCGRT
3687448,3687448,MX,2020-01-06,I4,0.0,,,OxCGRT
3687449,3687449,MX,2020-01-06,I4D,0.0,,,OxCGRT
3687450,3687450,MX,2020-01-06,I4L,0.0,,,OxCGRT
3687451,3687451,MX,2020-01-06,I4LD,0.0,,,OxCGRT
3687452,3687452,MX,2020-01-06,M1,,,,OxCGRT
3687453,3687453,MX,2020-01-07,C1,0.0,,,OxCGRT
3687454,3687454,MX,2020-01-07,C2,0.0,,,OxCGRT
3687455,3687455,MX,2020-01-07,C3,0.0,,,OxCGRT
3687456,3687456,MX,2020-01-07,C4,0.0,,,OxCGRT
3687457,3687457,MX,2020-01-07,C5,0.0,,,OxCGRT
3687458,3687458,MX,2020-01-07,C6,0.0,,,OxCGRT
3687459,3687459,MX,2020-01-07,C7,0.0,,,OxCGRT
3687460,3687460,MX,2020-01-07,C8,0.0,,,OxCGRT
3687461,3687461,MX,2020-01-07,Cases,,,,OxCGRT
3687462,3687462,MX,2020-01-07,Deaths,,,,OxCGRT
3687463,3687463,MX,2020-01-07,E1,0.0,,,OxCGRT
3687464,3687464,MX,2020-01-07,E2,0.0,,,OxCGRT
3687465,3687465,MX,2020-01-07,E3,0.0,,,OxCGRT
3687466,3687466,MX,2020-01-07,E4,0.0,,,OxCGRT
3687467,3687467,MX,2020-01-07,H1,0.0,,,OxCGRT
3687468,3687468,MX,2020-01-07,H2,0.0,,,OxCGRT
3687469,3687469,MX,2020-01-07,H3,0.0,,,OxCGRT
3687470,3687470,MX,2020-01-07,H4,0.0,,,OxCGRT
3687471,3687471,MX,2020-01-07,H5,0.0,,,OxCGRT
3687472,3687472,MX,2020-01-07,H6,0.0,,,OxCGRT
3687473,3687473,MX,2020-01-07,H7,0.0,,,OxCGRT
3687474,3687474,MX,2020-01-07,H8,0.0,,,OxCGRT
3687475,3687475,MX,2020-01-07,I1,0.0,,,OxCGRT
3687476,3687476,MX,2020-01-07,I1D,0.0,,,OxCGRT
3687477,3687477,MX,2020-01-07,I2,0.0,,,OxCGRT
3687478,3687478,MX,2020-01-07,I2D,0.0,,,OxCGRT
3687479,3687479,MX,2020-01-07,I3,0.0,,,OxCGRT
3687480,3687480,MX,2020-01-07,I3D,0.0,,,OxCGRT
3687481,3687481,MX,2020-01-07,I4,0.0,,,OxCGRT
3687482,3687482,MX,2020-01-07,I4D,0.0,,,OxCGRT
3687483,3687483,MX,2020-01-07,I4L,0.0,,,OxCGRT
3687484,3687484,MX,2020-01-07,I4LD,0.0,,,OxCGRT
3687485,3687485,MX,2020-01-07,M1,,,,OxCGRT
3687486,3687486,MX,2020-01-08,C1,0.0,,,OxCGRT
3687487,3687487,MX,2020-01-08,C2,0.0,,,OxCGRT
3687488,3687488,MX,2020-01-08,C3,0.0,,,OxCGRT
3687489,3687489,MX,2020-01-08,C4,0.0,,,OxCGRT
3687490,3687490,MX,2020-01-08,C5,0.0,,,OxCGRT
3687491,3687491,MX,2020-01-08,C6,0.0,,,OxCGRT
3687492,3687492,MX,2020-01-08,C7,0.0,,,OxCGRT
3687493,3687493,MX,2020-01-08,C8,0.0,,,OxCGRT
3687494,3687494,MX,2020-01-08,Cases,,,,OxCGRT
3687495,3687495,MX,2020-01-08,Deaths,,,,OxCGRT
3687496,3687496,MX,2020-01-08,E1,0.0,,,OxCGRT
3687497,3687497,MX,2020-01-08,E2,0.0,,,OxCGRT
3687498,3687498,MX,2020-01-08,E3,0.0,,,OxCGRT
3687499,3687499,MX,2020-01-08,E4,0.0,,,OxCGRT
3687500,3687500,MX,2020-01-08,H1,0.0,,,OxCGRT
3687501,3687501,MX,2020-01-08,H2,0.0,,,OxCGRT
3687502,3687502,MX,2020-01-08,H3,0.0,,,OxCGRT
3687503,3687503,MX,2020-01-08,H4,0.0,,,OxCGRT
3687504,3687504,MX,2020-01-08,H5,0.0,,,OxCGRT
3687505,3687505,MX,2020-01-08,H6,0.0,,,OxCGRT
3687506,3687506,MX,2020-01-08,H7,0.0,,,OxCGRT
3687507,3687507,MX,2020-01-08,H8,0.0,,,OxCGRT
3687508,3687508,MX,2020-01-08,I1,0.0,,,OxCGRT
3687509,3687509,MX,2020-01-08,I1D,0.0,,,OxCGRT
3687510,3687510,MX,2020-01-08,I2,0.0,,,OxCGRT
3687511,3687511,MX,2020-01-08,I2D,0.0,,,OxCGRT
3687512,3687512,MX,2020-01-08,I3,0.0,,,OxCGRT
3687513,3687513,MX,2020-01-08,I3D,0.0,,,OxCGRT
3687514,3687514,MX,2020-01-08,I4,0.0,,,OxCGRT
3687515,3687515,MX,2020-01-08,I4D,0.0,,,OxCGRT
3687516,3687516,MX,2020-01-08,I4L,0.0,,,OxCGRT
3687517,3687517,MX,2020-01-08,I4LD,0.0,,,OxCGRT
3687518,3687518,MX,2020-01-08,M1,,,,OxCGRT
3687519,3687519,MX,2020-01-09,C1,0.0,,,OxCGRT
3687520,3687520,MX,2020-01-09,C2,0.0,,,OxCGRT
3687521,3687521,MX,2020-01-09,C3,0.0,,,OxCGRT
3687522,3687522,MX,2020-01-09,C4,0.0,,,OxCGRT
3687523,3687523,MX,2020-01-09,C5,0.0,,,OxCGRT
3687524,3687524,MX,2020-01-09,C6,0.0,,,OxCGRT
3687525,3687525,MX,2020-01-09,C7,0.0,,,OxCGRT
3687526,3687526,MX,2020-01-09,C8,0.0,,,OxCGRT
3687527,3687527,MX,2020-01-09,Cases,,,,OxCGRT
3687528,3687528,MX,2020-01-09,Deaths,,,,OxCGRT
3687529,3687529,MX,2020-01-09,E1,0.0,,,OxCGRT
3687530,3687530,MX,2020-01-09,E2,0.0,,,OxCGRT
3687531,3687531,MX,2020-01-09,E3,0.0,,,OxCGRT
3687532,3687532,MX,2020-01-09,E4,0.0,,,OxCGRT
3687533,3687533,MX,2020-01-09,H1,0.0,,,OxCGRT
3687534,3687534,MX,2020-01-09,H2,0.0,,,OxCGRT
3687535,3687535,MX,2020-01-09,H3,0.0,,,OxCGRT
3687536,3687536,MX,2020-01-09,H4,0.0,,,OxCGRT
3687537,3687537,MX,2020-01-09,H5,0.0,,,OxCGRT
3687538,3687538,MX,2020-01-09,H6,0.0,,,OxCGRT
3687539,3687539,MX,2020-01-09,H7,0.0,,,OxCGRT
3687540,3687540,MX,2020-01-09,H8,0.0,,,OxCGRT
3687541,3687541,MX,2020-01-09,I1,0.0,,,OxCGRT
3687542,3687542,MX,2020-01-09,I1D,0.0,,,OxCGRT
3687543,3687543,MX,2020-01-09,I2,0.0,,,OxCGRT
3687544,3687544,MX,2020-01-09,I2D,0.0,,,OxCGRT
3687545,3687545,MX,2020-01-09,I3,0.0,,,OxCGRT
3687546,3687546,MX,2020-01-09,I3D,0.0,,,OxCGRT
3687547,3687547,MX,2020-01-09,I4,0.0,,,OxCGRT
3687548,3687548,MX,2020-01-09,I4D,0.0,,,OxCGRT
3687549,3687549,MX,2020-01-09,I4L,0.0,,,OxCGRT
3687550,3687550,MX,2020-01-09,I4LD,0.0,,,OxCGRT
3687551,3687551,MX,2020-01-09,M1,,,,OxCGRT
3687552,3687552,MX,2020-01-10,C1,0.0,,,OxCGRT
3687553,3687553,MX,2020-01-10,C2,0.0,,,OxCGRT
3687554,3687554,MX,2020-01-10,C3,0.0,,,OxCGRT
3687555,3687555,MX,2020-01-10,C4,0.0,,,OxCGRT
3687556,3687556,MX,2020-01-10,C5,0.0,,,OxCGRT
3687557,3687557,MX,2020-01-10,C6,0.0,,,OxCGRT
3687558,3687558,MX,2020-01-10,C7,0.0,,,OxCGRT
3687559,3687559,MX,2020-01-10,C8,0.0,,,OxCGRT
3687560,3687560,MX,2020-01-10,Cases,,,,OxCGRT
3687561,3687561,MX,2020-01-10,Deaths,,,,OxCGRT
3687562,3687562,MX,2020-01-10,E1,0.0,,,OxCGRT
3687563,3687563,MX,2020-01-10,E2,0.0,,,OxCGRT
3687564,3687564,MX,2020-01-10,E3,0.0,,,OxCGRT
3687565,3687565,MX,2020-01-10,E4,0.0,,,OxCGRT
3687566,3687566,MX,2020-01-10,H1,0.0,,,OxCGRT
3687567,3687567,MX,2020-01-10,H2,0.0,,,OxCGRT
3687568,3687568,MX,2020-01-10,H3,0.0,,,OxCGRT
3687569,3687569,MX,2020-01-10,H4,0.0,,,OxCGRT
3687570,3687570,MX,2020-01-10,H5,0.0,,,OxCGRT
3687571,3687571,MX,2020-01-10,H6,0.0,,,OxCGRT
3687572,3687572,MX,2020-01-10,H7,0.0,,,OxCGRT
3687573,3687573,MX,2020-01-10,H8,0.0,,,OxCGRT
3687574,3687574,MX,2020-01-10,I1,0.0,,,OxCGRT
3687575,3687575,MX,2020-01-10,I1D,0.0,,,OxCGRT
3687576,3687576,MX,2020-01-10,I2,0.0,,,OxCGRT
3687577,3687577,MX,2020-01-10,I2D,0.0,,,OxCGRT
3687578,3687578,MX,2020-01-10,I3,0.0,,,OxCGRT
3687579,3687579,MX,2020-01-10,I3D,0.0,,,OxCGRT
3687580,3687580,MX,2020-01-10,I4,0.0,,,OxCGRT
3687581,3687581,MX,2020-01-10,I4D,0.0,,,OxCGRT
3687582,3687582,MX,2020-01-10,I4L,0.0,,,OxCGRT
3687583,3687583,MX,2020-01-10,I4LD,0.0,,,OxCGRT
3687584,3687584,MX,2020-01-10,M1,,,,OxCGRT
3687585,3687585,MX,2020-01-11,C1,0.0,,,OxCGRT
3687586,3687586,MX,2020-01-11,C2,0.0,,,OxCGRT
3687587,3687587,MX,2020-01-11,C3,0.0,,,OxCGRT
3687588,3687588,MX,2020-01-11,C4,0.0,,,OxCGRT
3687589,3687589,MX,2020-01-11,C5,0.0,,,OxCGRT
3687590,3687590,MX,2020-01-11,C6,0.0,,,OxCGRT
3687591,3687591,MX,2020-01-11,C7,0.0,,,OxCGRT
3687592,3687592,MX,2020-01-11,C8,0.0,,,OxCGRT
3687593,3687593,MX,2020-01-11,Cases,,,,OxCGRT
3687594,3687594,MX,2020-01-11,Deaths,,,,OxCGRT
3687595,3687595,MX,2020-01-11,E1,0.0,,,OxCGRT
3687596,3687596,MX,2020-01-11,E2,0.0,,,OxCGRT
3687597,3687597,MX,2020-01-11,E3,0.0,,,OxCGRT
3687598,3687598,MX,2020-01-11,E4,0.0,,,OxCGRT
3687599,3687599,MX,2020-01-11,H1,0.0,,,OxCGRT
3687600,3687600,MX,2020-01-11,H2,0.0,,,OxCGRT
3687601,3687601,MX,2020-01-11,H3,0.0,,,OxCGRT
3687602,3687602,MX,2020-01-11,H4,0.0,,,OxCGRT
3687603,3687603,MX,2020-01-11,H5,0.0,,,OxCGRT
3687604,3687604,MX,2020-01-11,H6,0.0,,,OxCGRT
3687605,3687605,MX,2020-01-11,H7,0.0,,,OxCGRT
3687606,3687606,MX,2020-01-11,H8,0.0,,,OxCGRT
3687607,3687607,MX,2020-01-11,I1,0.0,,,OxCGRT
3687608,3687608,MX,2020-01-11,I1D,0.0,,,OxCGRT
3687609,3687609,MX,2020-01-11,I2,0.0,,,OxCGRT
3687610,3687610,MX,2020-01-11,I2D,0.0,,,OxCGRT
3687611,3687611,MX,2020-01-11,I3,0.0,,,OxCGRT
3687612,3687612,MX,2020-01-11,I3D,0.0,,,OxCGRT
3687613,3687613,MX,2020-01-11,I4,0.0,,,OxCGRT
3687614,3687614,MX,2020-01-11,I4D,0.0,,,OxCGRT
3687615,3687615,MX,2020-01-11,I4L,0.0,,,OxCGRT
3687616,3687616,MX,2020-01-11,I4LD,0.0,,,OxCGRT
3687617,3687617,MX,2020-01-11,M1,,,,OxCGRT
3687618,3687618,MX,2020-01-12,C1,0.0,,,OxCGRT
3687619,3687619,MX,2020-01-12,C2,0.0,,,OxCGRT
3687620,3687620,MX,2020-01-12,C3,0.0,,,OxCGRT
3687621,3687621,MX,2020-01-12,C4,0.0,,,OxCGRT
3687622,3687622,MX,2020-01-12,C5,0.0,,,OxCGRT
3687623,3687623,MX,2020-01-12,C6,0.0,,,OxCGRT
3687624,3687624,MX,2020-01-12,C7,0.0,,,OxCGRT
3687625,3687625,MX,2020-01-12,C8,0.0,,,OxCGRT
3687626,3687626,MX,2020-01-12,Cases,,,,OxCGRT
3687627,3687627,MX,2020-01-12,Deaths,,,,OxCGRT
3687628,3687628,MX,2020-01-12,E1,0.0,,,OxCGRT
3687629,3687629,MX,2020-01-12,E2,0.0,,,OxCGRT
3687630,3687630,MX,2020-01-12,E3,0.0,,,OxCGRT
3687631,3687631,MX,2020-01-12,E4,0.0,,,OxCGRT
3687632,3687632,MX,2020-01-12,H1,0.0,,,OxCGRT
3687633,3687633,MX,2020-01-12,H2,0.0,,,OxCGRT
3687634,3687634,MX,2020-01-12,H3,0.0,,,OxCGRT
3687635,3687635,MX,2020-01-12,H4,0.0,,,OxCGRT
3687636,3687636,MX,2020-01-12,H5,0.0,,,OxCGRT
3687637,3687637,MX,2020-01-12,H6,0.0,,,OxCGRT
3687638,3687638,MX,2020-01-12,H7,0.0,,,OxCGRT
3687639,3687639,MX,2020-01-12,H8,0.0,,,OxCGRT
3687640,3687640,MX,2020-01-12,I1,0.0,,,OxCGRT
3687641,3687641,MX,2020-01-12,I1D,0.0,,,OxCGRT
3687642,3687642,MX,2020-01-12,I2,0.0,,,OxCGRT
3687643,3687643,MX,2020-01-12,I2D,0.0,,,OxCGRT
3687644,3687644,MX,2020-01-12,I3,0.0,,,OxCGRT
3687645,3687645,MX,2020-01-12,I3D,0.0,,,OxCGRT
3687646,3687646,MX,2020-01-12,I4,0.0,,,OxCGRT
3687647,3687647,MX,2020-01-12,I4D,0.0,,,OxCGRT
3687648,3687648,MX,2020-01-12,I4L,0.0,,,OxCGRT
3687649,3687649,MX,2020-01-12,I4LD,0.0,,,OxCGRT
3687650,3687650,MX,2020-01-12,M1,,,,OxCGRT
3687651,3687651,MX,2020-01-13,C1,0.0,,,OxCGRT
3687652,3687652,MX,2020-01-13,C2,0.0,,,OxCGRT
3687653,3687653,MX,2020-01-13,C3,0.0,,,OxCGRT
3687654,3687654,MX,2020-01-13,C4,0.0,,,OxCGRT
3687655,3687655,MX,2020-01-13,C5,0.0,,,OxCGRT
3687656,3687656,MX,2020-01-13,C6,0.0,,,OxCGRT
