,Unnamed: 0,ID,Date,Cases,Cases_New,Type,Age,Sex,Source
7535022,7535022,IT,2020-01-15,26.0,0.0,ICU,Total,Total,JRC
7535023,7535023,IT,2020-01-15,1.0,0.0,Recovered,Total,Total,JRC
7535024,7535024,IT,2020-01-16,3.0,0.0,Active,Total,Total,JRC
7535025,7535025,IT,2020-01-16,3.0,0.0,Confirmed,Total,Total,JRC
7535026,7535026,IT,2020-01-16,7.0,0.0,Deaths,Total,Total,JRC
7535027,7535027,IT,2020-01-16,127.0,0.0,Hospitalized,Total,Total,JRC
7535028,7535028,IT,2020-01-16,26.0,0.0,ICU,Total,Total,JRC
7535029,7535029,IT,2020-01-16,1.0,0.0,Recovered,Total,Total,JRC
7535030,7535030,IT,2020-01-17,3.0,0.0,Active,Total,Total,JRC
7535031,7535031,IT,2020-01-17,3.0,0.0,Confirmed,Total,Total,JRC
7535032,7535032,IT,2020-01-17,7.0,0.0,Deaths,Total,Total,JRC
7535033,7535033,IT,2020-01-17,127.0,0.0,Hospitalized,Total,Total,JRC
7535034,7535034,IT,2020-01-17,26.0,0.0,ICU,Total,Total,JRC
7535035,7535035,IT,2020-01-17,1.0,0.0,Recovered,Total,Total,JRC
7535036,7535036,IT,2020-01-18,3.0,0.0,Active,Total,Total,JRC
7535037,7535037,IT,2020-01-18,3.0,0.0,Confirmed,Total,Total,JRC
7535038,7535038,IT,2020-01-18,7.0,0.0,Deaths,Total,Total,JRC
7535039,7535039,IT,2020-01-18,127.0,0.0,Hospitalized,Total,Total,JRC
7535040,7535040,IT,2020-01-18,26.0,0.0,ICU,Total,Total,JRC
7535041,7535041,IT,2020-01-18,1.0,0.0,Recovered,Total,Total,JRC
7535042,7535042,IT,2020-01-19,3.0,0.0,Active,Total,Total,JRC
7535043,7535043,IT,2020-01-19,3.0,0.0,Confirmed,Total,Total,JRC
7535044,7535044,IT,2020-01-19,7.0,0.0,Deaths,Total,Total,JRC
7535045,7535045,IT,2020-01-19,127.0,0.0,Hospitalized,Total,Total,JRC
7535046,7535046,IT,2020-01-19,26.0,0.0,ICU,Total,Total,JRC
7535047,7535047,IT,2020-01-19,1.0,0.0,Recovered,Total,Total,JRC
7535048,7535048,IT,2020-01-20,3.0,0.0,Active,Total,Total,JRC
7535049,7535049,IT,2020-01-20,3.0,0.0,Confirmed,Total,Total,JRC
7535050,7535050,IT,2020-01-20,7.0,0.0,Deaths,Total,Total,JRC
7535051,7535051,IT,2020-01-20,127.0,0.0,Hospitalized,Total,Total,JRC
7535052,7535052,IT,2020-01-20,26.0,0.0,ICU,Total,Total,JRC
7535053,7535053,IT,2020-01-20,1.0,0.0,Recovered,Total,Total,JRC
7535054,7535054,IT,2020-01-21,3.0,0.0,Active,Total,Total,JRC
7535055,7535055,IT,2020-01-21,3.0,0.0,Confirmed,Total,Total,JRC
7535056,7535056,IT,2020-01-21,7.0,0.0,Deaths,Total,Total,JRC
7535057,7535057,IT,2020-01-21,127.0,0.0,Hospitalized,Total,Total,JRC
7535058,7535058,IT,2020-01-21,26.0,0.0,ICU,Total,Total,JRC
7535059,7535059,IT,2020-01-21,1.0,0.0,Recovered,Total,Total,JRC
7535060,7535060,IT,2020-01-22,0.0,0.0,Active,Total,Total,JHU
7535061,7535061,IT,2020-01-22,3.0,0.0,Active,Total,Total,JRC
7535062,7535062,IT,2020-01-22,0.0,0.0,Confirmed,Total,Total,JHU
7535063,7535063,IT,2020-01-22,3.0,0.0,Confirmed,Total,Total,JRC
7535064,7535064,IT,2020-01-22,0.0,0.0,Deaths,Total,Total,JHU
7535065,7535065,IT,2020-01-22,7.0,0.0,Deaths,Total,Total,JRC
7535066,7535066,IT,2020-01-22,127.0,0.0,Hospitalized,Total,Total,JRC
7535067,7535067,IT,2020-01-22,26.0,0.0,ICU,Total,Total,JRC
7535068,7535068,IT,2020-01-22,0.0,0.0,Recovered,Total,Total,JHU
7535069,7535069,IT,2020-01-22,1.0,0.0,Recovered,Total,Total,JRC
7535070,7535070,IT,2020-01-23,0.0,0.0,Active,Total,Total,JHU
7535071,7535071,IT,2020-01-23,3.0,0.0,Active,Total,Total,JRC
7535072,7535072,IT,2020-01-23,0.0,0.0,Confirmed,Total,Total,JHU
7535073,7535073,IT,2020-01-23,3.0,0.0,Confirmed,Total,Total,JRC
7535074,7535074,IT,2020-01-23,0.0,0.0,Deaths,Total,Total,JHU
7535075,7535075,IT,2020-01-23,7.0,0.0,Deaths,Total,Total,JRC
7535076,7535076,IT,2020-01-23,127.0,0.0,Hospitalized,Total,Total,JRC
7535077,7535077,IT,2020-01-23,26.0,0.0,ICU,Total,Total,JRC
7535078,7535078,IT,2020-01-23,0.0,0.0,Recovered,Total,Total,JHU
7535079,7535079,IT,2020-01-23,1.0,0.0,Recovered,Total,Total,JRC
7535080,7535080,IT,2020-01-24,0.0,0.0,Active,Total,Total,JHU
7535081,7535081,IT,2020-01-24,3.0,0.0,Active,Total,Total,JRC
7535082,7535082,IT,2020-01-24,0.0,0.0,Confirmed,Total,Total,JHU
7535083,7535083,IT,2020-01-24,3.0,0.0,Confirmed,Total,Total,JRC
7535084,7535084,IT,2020-01-24,0.0,0.0,Deaths,Total,Total,JHU
7535085,7535085,IT,2020-01-24,7.0,0.0,Deaths,Total,Total,JRC
7535086,7535086,IT,2020-01-24,127.0,0.0,Hospitalized,Total,Total,JRC
7535087,7535087,IT,2020-01-24,26.0,0.0,ICU,Total,Total,JRC
7535088,7535088,IT,2020-01-24,0.0,0.0,Recovered,Total,Total,JHU
7535089,7535089,IT,2020-01-24,1.0,0.0,Recovered,Total,Total,JRC
7535090,7535090,IT,2020-01-25,0.0,0.0,Active,Total,Total,JHU
7535091,7535091,IT,2020-01-25,3.0,0.0,Active,Total,Total,JRC
7535092,7535092,IT,2020-01-25,0.0,0.0,Confirmed,Total,Total,JHU
7535093,7535093,IT,2020-01-25,3.0,0.0,Confirmed,Total,Total,JRC
7535094,7535094,IT,2020-01-25,0.0,0.0,Deaths,Total,Total,JHU
7535095,7535095,IT,2020-01-25,7.0,0.0,Deaths,Total,Total,JRC
7535096,7535096,IT,2020-01-25,127.0,0.0,Hospitalized,Total,Total,JRC
7535097,7535097,IT,2020-01-25,26.0,0.0,ICU,Total,Total,JRC
7535098,7535098,IT,2020-01-25,0.0,0.0,Recovered,Total,Total,JHU
7535099,7535099,IT,2020-01-25,1.0,0.0,Recovered,Total,Total,JRC
7535100,7535100,IT,2020-01-26,0.0,0.0,Active,Total,Total,JHU
7535101,7535101,IT,2020-01-26,3.0,0.0,Active,Total,Total,JRC
7535102,7535102,IT,2020-01-26,0.0,0.0,Confirmed,Total,Total,JHU
7535103,7535103,IT,2020-01-26,3.0,0.0,Confirmed,Total,Total,JRC
7535104,7535104,IT,2020-01-26,0.0,0.0,Deaths,Total,Total,JHU
7535105,7535105,IT,2020-01-26,7.0,0.0,Deaths,Total,Total,JRC
7535106,7535106,IT,2020-01-26,127.0,0.0,Hospitalized,Total,Total,JRC
7535107,7535107,IT,2020-01-26,26.0,0.0,ICU,Total,Total,JRC
7535108,7535108,IT,2020-01-26,0.0,0.0,Recovered,Total,Total,JHU
7535109,7535109,IT,2020-01-26,1.0,0.0,Recovered,Total,Total,JRC
7535110,7535110,IT,2020-01-27,0.0,0.0,Active,Total,Total,JHU
7535111,7535111,IT,2020-01-27,3.0,0.0,Active,Total,Total,JRC
7535112,7535112,IT,2020-01-27,0.0,0.0,Confirmed,Total,Total,JHU
7535113,7535113,IT,2020-01-27,3.0,0.0,Confirmed,Total,Total,JRC
7535114,7535114,IT,2020-01-27,0.0,0.0,Deaths,Total,Total,JHU
7535115,7535115,IT,2020-01-27,7.0,0.0,Deaths,Total,Total,JRC
7535116,7535116,IT,2020-01-27,127.0,0.0,Hospitalized,Total,Total,JRC
7535117,7535117,IT,2020-01-27,26.0,0.0,ICU,Total,Total,JRC
7535118,7535118,IT,2020-01-27,0.0,0.0,Recovered,Total,Total,JHU
7535119,7535119,IT,2020-01-27,1.0,0.0,Recovered,Total,Total,JRC
7535120,7535120,IT,2020-01-28,0.0,0.0,Active,Total,Total,JHU
7535121,7535121,IT,2020-01-28,3.0,0.0,Active,Total,Total,JRC
7535122,7535122,IT,2020-01-28,0.0,0.0,Confirmed,Total,Total,JHU
7535123,7535123,IT,2020-01-28,3.0,0.0,Confirmed,Total,Total,JRC
7535124,7535124,IT,2020-01-28,0.0,0.0,Deaths,Total,Total,JHU
7535125,7535125,IT,2020-01-28,7.0,0.0,Deaths,Total,Total,JRC
7535126,7535126,IT,2020-01-28,127.0,0.0,Hospitalized,Total,Total,JRC
7535127,7535127,IT,2020-01-28,26.0,0.0,ICU,Total,Total,JRC
7535128,7535128,IT,2020-01-28,0.0,0.0,Recovered,Total,Total,JHU
7535129,7535129,IT,2020-01-28,1.0,0.0,Recovered,Total,Total,JRC
7535130,7535130,IT,2020-01-29,0.0,0.0,Active,Total,Total,JHU
7535131,7535131,IT,2020-01-29,3.0,0.0,Active,Total,Total,JRC
7535132,7535132,IT,2020-01-29,0.0,0.0,Confirmed,Total,Total,JHU
7535133,7535133,IT,2020-01-29,3.0,0.0,Confirmed,Total,Total,JRC
7535134,7535134,IT,2020-01-29,0.0,0.0,Deaths,Total,Total,JHU
7535135,7535135,IT,2020-01-29,7.0,0.0,Deaths,Total,Total,JRC
7535136,7535136,IT,2020-01-29,127.0,0.0,Hospitalized,Total,Total,JRC
7535137,7535137,IT,2020-01-29,26.0,0.0,ICU,Total,Total,JRC
7535138,7535138,IT,2020-01-29,0.0,0.0,Recovered,Total,Total,JHU
7535139,7535139,IT,2020-01-29,1.0,0.0,Recovered,Total,Total,JRC
7535140,7535140,IT,2020-01-30,0.0,0.0,Active,Total,Total,JHU
7535141,7535141,IT,2020-01-30,3.0,0.0,Active,Total,Total,JRC
7535142,7535142,IT,2020-01-30,0.0,0.0,Confirmed,Total,Total,JHU
7535143,7535143,IT,2020-01-30,3.0,0.0,Confirmed,Total,Total,JRC
7535144,7535144,IT,2020-01-30,0.0,0.0,Deaths,Total,Total,JHU
7535145,7535145,IT,2020-01-30,7.0,0.0,Deaths,Total,Total,JRC
7535146,7535146,IT,2020-01-30,127.0,0.0,Hospitalized,Total,Total,JRC
7535147,7535147,IT,2020-01-30,26.0,0.0,ICU,Total,Total,JRC
7535148,7535148,IT,2020-01-30,0.0,0.0,Recovered,Total,Total,JHU
7535149,7535149,IT,2020-01-30,1.0,0.0,Recovered,Total,Total,JRC
7535150,7535150,IT,2020-01-31,2.0,2.0,Active,Total,Total,JHU
7535151,7535151,IT,2020-01-31,3.0,0.0,Active,Total,Total,JRC
7535152,7535152,IT,2020-01-31,2.0,2.0,Confirmed,Total,Total,JHU
7535153,7535153,IT,2020-01-31,3.0,0.0,Confirmed,Total,Total,JRC
7535154,7535154,IT,2020-01-31,0.0,0.0,Deaths,Total,Total,JHU
7535155,7535155,IT,2020-01-31,7.0,0.0,Deaths,Total,Total,JRC
7535156,7535156,IT,2020-01-31,127.0,0.0,Hospitalized,Total,Total,JRC
7535157,7535157,IT,2020-01-31,26.0,0.0,ICU,Total,Total,JRC
7535158,7535158,IT,2020-01-31,0.0,0.0,Recovered,Total,Total,JHU
7535159,7535159,IT,2020-01-31,1.0,0.0,Recovered,Total,Total,JRC
7535160,7535160,IT,2020-02-01,2.0,0.0,Active,Total,Total,JHU
7535161,7535161,IT,2020-02-01,3.0,0.0,Active,Total,Total,JRC
7535162,7535162,IT,2020-02-01,2.0,0.0,Confirmed,Total,Total,JHU
7535163,7535163,IT,2020-02-01,3.0,0.0,Confirmed,Total,Total,JRC
7535164,7535164,IT,2020-02-01,0.0,0.0,Deaths,Total,Total,JHU
7535165,7535165,IT,2020-02-01,7.0,0.0,Deaths,Total,Total,JRC
7535166,7535166,IT,2020-02-01,127.0,0.0,Hospitalized,Total,Total,JRC
7535167,7535167,IT,2020-02-01,26.0,0.0,ICU,Total,Total,JRC
7535168,7535168,IT,2020-02-01,0.0,0.0,Recovered,Total,Total,JHU
7535169,7535169,IT,2020-02-01,1.0,0.0,Recovered,Total,Total,JRC
7535170,7535170,IT,2020-02-02,2.0,0.0,Active,Total,Total,JHU
7535171,7535171,IT,2020-02-02,3.0,0.0,Active,Total,Total,JRC
7535172,7535172,IT,2020-02-02,2.0,0.0,Confirmed,Total,Total,JHU
7535173,7535173,IT,2020-02-02,3.0,0.0,Confirmed,Total,Total,JRC
7535174,7535174,IT,2020-02-02,0.0,0.0,Deaths,Total,Total,JHU
7535175,7535175,IT,2020-02-02,7.0,0.0,Deaths,Total,Total,JRC
7535176,7535176,IT,2020-02-02,127.0,0.0,Hospitalized,Total,Total,JRC
7535177,7535177,IT,2020-02-02,26.0,0.0,ICU,Total,Total,JRC
7535178,7535178,IT,2020-02-02,0.0,0.0,Recovered,Total,Total,JHU
7535179,7535179,IT,2020-02-02,1.0,0.0,Recovered,Total,Total,JRC
7535180,7535180,IT,2020-02-03,2.0,0.0,Active,Total,Total,JHU
7535181,7535181,IT,2020-02-03,3.0,0.0,Active,Total,Total,JRC
7535182,7535182,IT,2020-02-03,2.0,0.0,Confirmed,Total,Total,JHU
7535183,7535183,IT,2020-02-03,3.0,0.0,Confirmed,Total,Total,JRC
7535184,7535184,IT,2020-02-03,0.0,0.0,Deaths,Total,Total,JHU
7535185,7535185,IT,2020-02-03,7.0,0.0,Deaths,Total,Total,JRC
7535186,7535186,IT,2020-02-03,127.0,0.0,Hospitalized,Total,Total,JRC
7535187,7535187,IT,2020-02-03,26.0,0.0,ICU,Total,Total,JRC
7535188,7535188,IT,2020-02-03,0.0,0.0,Recovered,Total,Total,JHU
7535189,7535189,IT,2020-02-03,1.0,0.0,Recovered,Total,Total,JRC
7535190,7535190,IT,2020-02-04,2.0,0.0,Active,Total,Total,JHU
7535191,7535191,IT,2020-02-04,3.0,0.0,Active,Total,Total,JRC
7535192,7535192,IT,2020-02-04,2.0,0.0,Confirmed,Total,Total,JHU
7535193,7535193,IT,2020-02-04,3.0,0.0,Confirmed,Total,Total,JRC
7535194,7535194,IT,2020-02-04,0.0,0.0,Deaths,Total,Total,JHU
7535195,7535195,IT,2020-02-04,7.0,0.0,Deaths,Total,Total,JRC
7535196,7535196,IT,2020-02-04,127.0,0.0,Hospitalized,Total,Total,JRC
7535197,7535197,IT,2020-02-04,26.0,0.0,ICU,Total,Total,JRC
7535198,7535198,IT,2020-02-04,0.0,0.0,Recovered,Total,Total,JHU
7535199,7535199,IT,2020-02-04,1.0,0.0,Recovered,Total,Total,JRC
7535200,7535200,IT,2020-02-05,2.0,0.0,Active,Total,Total,JHU
7535201,7535201,IT,2020-02-05,3.0,0.0,Active,Total,Total,JRC
7535202,7535202,IT,2020-02-05,2.0,0.0,Confirmed,Total,Total,JHU
7535203,7535203,IT,2020-02-05,3.0,0.0,Confirmed,Total,Total,JRC
7535204,7535204,IT,2020-02-05,0.0,0.0,Deaths,Total,Total,JHU
7535205,7535205,IT,2020-02-05,7.0,0.0,Deaths,Total,Total,JRC
7535206,7535206,IT,2020-02-05,127.0,0.0,Hospitalized,Total,Total,JRC
7535207,7535207,IT,2020-02-05,26.0,0.0,ICU,Total,Total,JRC
7535208,7535208,IT,2020-02-05,0.0,0.0,Recovered,Total,Total,JHU
7535209,7535209,IT,2020-02-05,1.0,0.0,Recovered,Total,Total,JRC
7535210,7535210,IT,2020-02-06,2.0,0.0,Active,Total,Total,JHU
7535211,7535211,IT,2020-02-06,3.0,0.0,Active,Total,Total,JRC
7535212,7535212,IT,2020-02-06,2.0,0.0,Confirmed,Total,Total,JHU
7535213,7535213,IT,2020-02-06,3.0,0.0,Confirmed,Total,Total,JRC
7535214,7535214,IT,2020-02-06,0.0,0.0,Deaths,Total,Total,JHU
7535215,7535215,IT,2020-02-06,7.0,0.0,Deaths,Total,Total,JRC
7535216,7535216,IT,2020-02-06,127.0,0.0,Hospitalized,Total,Total,JRC
7535217,7535217,IT,2020-02-06,26.0,0.0,ICU,Total,Total,JRC
7535218,7535218,IT,2020-02-06,0.0,0.0,Recovered,Total,Total,JHU
7535219,7535219,IT,2020-02-06,1.0,0.0,Recovered,Total,Total,JRC
7535220,7535220,IT,2020-02-07,3.0,1.0,Active,Total,Total,JHU
7535221,7535221,IT,2020-02-07,3.0,0.0,Active,Total,Total,JRC
7535222,7535222,IT,2020-02-07,3.0,1.0,Confirmed,Total,Total,JHU
7535223,7535223,IT,2020-02-07,3.0,0.0,Confirmed,Total,Total,JRC
7535224,7535224,IT,2020-02-07,0.0,0.0,Deaths,Total,Total,JHU
7535225,7535225,IT,2020-02-07,7.0,0.0,Deaths,Total,Total,JRC
7535226,7535226,IT,2020-02-07,127.0,0.0,Hospitalized,Total,Total,JRC
7535227,7535227,IT,2020-02-07,26.0,0.0,ICU,Total,Total,JRC
7535228,7535228,IT,2020-02-07,0.0,0.0,Recovered,Total,Total,JHU
7535229,7535229,IT,2020-02-07,1.0,0.0,Recovered,Total,Total,JRC
7535230,7535230,IT,2020-02-08,3.0,0.0,Active,Total,Total,JHU
7535231,7535231,IT,2020-02-08,3.0,0.0,Active,Total,Total,JRC
7535232,7535232,IT,2020-02-08,3.0,0.0,Confirmed,Total,Total,JHU
7535233,7535233,IT,2020-02-08,3.0,0.0,Confirmed,Total,Total,JRC
7535234,7535234,IT,2020-02-08,0.0,0.0,Deaths,Total,Total,JHU
7535235,7535235,IT,2020-02-08,7.0,0.0,Deaths,Total,Total,JRC
7535236,7535236,IT,2020-02-08,127.0,0.0,Hospitalized,Total,Total,JRC
7535237,7535237,IT,2020-02-08,26.0,0.0,ICU,Total,Total,JRC
7535238,7535238,IT,2020-02-08,0.0,0.0,Recovered,Total,Total,JHU
7535239,7535239,IT,2020-02-08,1.0,0.0,Recovered,Total,Total,JRC
7535240,7535240,IT,2020-02-09,3.0,0.0,Active,Total,Total,JHU
7535241,7535241,IT,2020-02-09,3.0,0.0,Active,Total,Total,JRC
7535242,7535242,IT,2020-02-09,3.0,0.0,Confirmed,Total,Total,JHU
7535243,7535243,IT,2020-02-09,3.0,0.0,Confirmed,Total,Total,JRC
7535244,7535244,IT,2020-02-09,0.0,0.0,Deaths,Total,Total,JHU
7535245,7535245,IT,2020-02-09,7.0,0.0,Deaths,Total,Total,JRC
7535246,7535246,IT,2020-02-09,127.0,0.0,Hospitalized,Total,Total,JRC
7535247,7535247,IT,2020-02-09,26.0,0.0,ICU,Total,Total,JRC
7535248,7535248,IT,2020-02-09,0.0,0.0,Recovered,Total,Total,JHU
7535249,7535249,IT,2020-02-09,1.0,0.0,Recovered,Total,Total,JRC
7535250,7535250,IT,2020-02-10,3.0,0.0,Active,Total,Total,JHU
7535251,7535251,IT,2020-02-10,3.0,0.0,Active,Total,Total,JRC
7535252,7535252,IT,2020-02-10,3.0,0.0,Confirmed,Total,Total,JHU
7535253,7535253,IT,2020-02-10,3.0,0.0,Confirmed,Total,Total,JRC
7535254,7535254,IT,2020-02-10,0.0,0.0,Deaths,Total,Total,JHU
7535255,7535255,IT,2020-02-10,7.0,0.0,Deaths,Total,Total,JRC
7535256,7535256,IT,2020-02-10,127.0,0.0,Hospitalized,Total,Total,JRC
7535257,7535257,IT,2020-02-10,26.0,0.0,ICU,Total,Total,JRC
7535258,7535258,IT,2020-02-10,0.0,0.0,Recovered,Total,Total,JHU
7535259,7535259,IT,2020-02-10,1.0,0.0,Recovered,Total,Total,JRC
7535260,7535260,IT,2020-02-11,3.0,0.0,Active,Total,Total,JHU
7535261,7535261,IT,2020-02-11,3.0,0.0,Active,Total,Total,JRC
7535262,7535262,IT,2020-02-11,3.0,0.0,Confirmed,Total,Total,JHU
7535263,7535263,IT,2020-02-11,3.0,0.0,Confirmed,Total,Total,JRC
7535264,7535264,IT,2020-02-11,0.0,0.0,Deaths,Total,Total,JHU
7535265,7535265,IT,2020-02-11,7.0,0.0,Deaths,Total,Total,JRC
7535266,7535266,IT,2020-02-11,127.0,0.0,Hospitalized,Total,Total,JRC
7535267,7535267,IT,2020-02-11,26.0,0.0,ICU,Total,Total,JRC
7535268,7535268,IT,2020-02-11,0.0,0.0,Recovered,Total,Total,JHU
7535269,7535269,IT,2020-02-11,1.0,0.0,Recovered,Total,Total,JRC
7535270,7535270,IT,2020-02-12,3.0,0.0,Active,Total,Total,JHU
7535271,7535271,IT,2020-02-12,3.0,0.0,Active,Total,Total,JRC
7535272,7535272,IT,2020-02-12,3.0,0.0,Confirmed,Total,Total,JHU
7535273,7535273,IT,2020-02-12,3.0,0.0,Confirmed,Total,Total,JRC
7535274,7535274,IT,2020-02-12,0.0,0.0,Deaths,Total,Total,JHU
7535275,7535275,IT,2020-02-12,7.0,0.0,Deaths,Total,Total,JRC
7535276,7535276,IT,2020-02-12,127.0,0.0,Hospitalized,Total,Total,JRC
7535277,7535277,IT,2020-02-12,26.0,0.0,ICU,Total,Total,JRC
7535278,7535278,IT,2020-02-12,0.0,0.0,Recovered,Total,Total,JHU
7535279,7535279,IT,2020-02-12,1.0,0.0,Recovered,Total,Total,JRC
7535280,7535280,IT,2020-02-13,3.0,0.0,Active,Total,Total,JHU
7535281,7535281,IT,2020-02-13,3.0,0.0,Active,Total,Total,JRC
7535282,7535282,IT,2020-02-13,3.0,0.0,Confirmed,Total,Total,JHU
7535283,7535283,IT,2020-02-13,3.0,0.0,Confirmed,Total,Total,JRC
7535284,7535284,IT,2020-02-13,0.0,0.0,Deaths,Total,Total,JHU
7535285,7535285,IT,2020-02-13,7.0,0.0,Deaths,Total,Total,JRC
